Postcode,Latitude,Longitude
B69 2AS,52.497752,-2.019871
RH10 3JF,51.141911,-0.113586
CF23 9AQ,51.499248,-3.146011
BB2 4BA,53.734815,-2.490917
PA15 4UQ,55.940303,-4.74718
SG6 1EX,51.98421,-0.219357
NN7 4PX,52.232989,-1.075726
TW20 8RZ,51.416763,-0.528811
HA9 8QD,51.566859,-0.304792
BS15 3JD,51.446032,-2.522006
LL60 6HU,53.225074,-4.288042
S42 5SA,53.186766,-1.350518
RM10 8PS,51.549204,0.156177
S75 1HS,53.569306,-1.51905
DL4 1QA,54.624215,-1.668807
HG5 8LF,54.00401,-1.448968
KY1 2QF,56.122231,-3.142677
SK23 7AJ,53.332247,-1.985575
DN2 4SE,53.543195,-1.078934
LS9 0SG,53.785606,-1.512041
FY6 8YX,53.8481854,-2.9913731
L5 7RD,53.426545,-2.988401
HD2 1AG,53.663227,-1.759753
BD21 5AJ,53.865112,-1.905674
YO41 4AU,53.924445,-0.96475
DE6 1HA,53.006785,-1.714195
S4 7UR,53.393206,-1.449095
HU7 0YQ,53.778629,-0.346684
NG8 4GA,52.958819,-1.226002
NG18 4LP,53.127209,-1.152412
L20 6PD,53.469249,-2.971135
S65 1SU,53.441538,-1.332611
RG24 8FW,51.276891,-1.064739
CT17 0HL,51.130409,1.282059
BH25 6TH,50.753163,-1.667825
RH12 3SB,51.116273,-0.331609
ME10 2PG,51.352226,0.737954
NP20 2JP,51.572432,-2.989022
S9 2LR,53.401574,-1.426005
EN3 7BB,51.649542,-0.035286
LU6 3QL,51.848262,-0.476073
SW19 8UG,51.435244,-0.191453
BN14 8NL,50.829096,-0.362841
NN8 4RQ,52.323209,-0.694339
WV14 9EE,52.535117,-2.08649
LE67 3HF,52.731253,-1.383671
BA20 2HL,50.93638,-2.659546
WS10 7TZ,52.564939,-2.034138
TN12 5HH,51.211576,0.395649
CT4 6RY,51.174798,1.210817
PO6 1RU,50.842375,-1.03461
PO6 3TF,50.845318,-1.084035
NR33 0PX,52.469411,1.741645
SN5 7UL,51.56507,-1.813735
PO19 8TX,50.832256,-0.79192
SP2 7LD,51.071324,-1.818563
BA13 4FG,51.26995,-2.205487
BH12 5HD,50.7514,-1.92956
BN26 6GP,50.822342,0.271361
NE4 7BP,54.962873,-1.634668
TN39 3LJ,50.842376,0.464333
SO40 3AD,50.918163,-1.483089
LS27 8TT,53.749074,-1.584889
PO9 1LR,50.853637,-0.993461
EX2 7HY,50.720169,-3.464744
IV1 1TF,57.483994,-4.224846
G5 8HX,55.846986,-4.262893
MK16 9AN,52.083996,-0.716299
KA8 8NJ,55.481263,-4.619875
TN24 0SH,51.132451,0.901701
IV30 1UU,57.644102,-3.300031
GL52 6QX,51.894996,-2.058605
B70 0DE,52.528412,-2.025805
TQ12 5UZ,50.516507,-3.597173
YO19 5EP,53.95574,-0.972967
BD21 1AQ,53.858043,-1.912075
SY23 3JQ,52.40188,-4.042948
HP12 3TS,51.620615,-0.775366
SL1 4SH,51.522519,-0.635895
SL6 0ND,51.524377,-0.673231
AB23 8EZ,57.185832,-2.09088
DG1 3JN,55.071267,-3.559909
SP10 3LF,51.216727,-1.516258
AB21 9NP,57.1769,-2.157925
EX2 7LL,50.720754,-3.473291
IP31 1SX,52.262148,0.712278
RM3 8SE,51.598409,0.220147
RG30 6HW,51.461534,-1.014596
SL6 2DP,51.493711,-0.687317
CO1 2TJ,51.88886,0.918857
NP19 4SU,51.567028,-2.947361
PE7 3WG,52.526213,-0.233893
RM3 0AP,51.591636,0.2183
CO10 1WH,52.051915,0.737247
SN4 7NP,45.8461648,8.0986933
BA11 4BG,51.221463,-2.329872
NR2 4TF,52.635216,1.285882
LL77 7XA,53.249388,-4.302351
WR12 7RR,52.058251,-1.850501
GL2 5DQ,51.838477,-2.266499
GL51 9NJ,51.920513,-2.095855
KY1 3NU,56.140139,-3.152301
CM1 3BH,51.721603,0.452603
CT3 4JZ,51.315983,1.173175
SS6 7UT,51.57731,0.605576
CM8 1ED,51.785458,0.619224
CM8 3PN,51.853265,0.62251
GL2 5YB,51.840258,-2.266788
CM8 3UJ,51.799586,0.648923
IP6 8NZ,52.148035,1.061162
BS5 9JD,51.458069,-2.563236
KY15 5RJ,56.308906,-3.035132
ML4 3LR,55.826048,-4.042756
LL11 4RE,53.06577,-3.002804
ST4 2ST,53.010656,-2.156735
DL15 8JN,54.705543,-1.75055
LS12 1DX,53.790929,-1.572018
KT19 8EX,51.335696,-0.268212
ST16 3BS,52.814767,-2.118917
LN6  3TA,53.202525,-0.615851
SA14 9UU,51.673517,-4.14004
KA13 7QJ,55.661005,-4.685753
BS34 7QS,51.511962,-2.582044
NE5 1NB,55.00311,-1.695524
SR5 3JT,54.921511,-1.418532
DN31 2TG,53.575254,-0.117927
S45 9HZ,53.167659,-1.395307
TS18 2PH,54.57121,-1.280464
RG4 8EH,51.464286,-0.959431
SR4 6SJ,54.909269,-1.429159
CB21 5DQ,52.187302,0.209272
SN14 6NQ,51.464438,-2.147111
NE21 5SR,54.96547,-1.6915
OX16 8UT,52.062895,-1.318613
LA11 7LS,54.166291,-2.969179
DE24 8HR,52.912193,-1.456817
TS18 1TL,54.56736,-1.305109
CF71 7DP,51.449955,-3.414315
DA14 5AZ,51.410687,0.140907
WN7 3PT,53.4794,-2.546082
DA8 1EW,51.492276,0.165605
PO19 8PH,50.83273,-0.792481
CH62 3QB,53.330574,-2.971254
S41 8NQ,53.263644,-1.432214
CR0 2DP,51.385342,-0.08819
DA11 8SY,51.422873,0.344356
TN21 8DP,50.968376,0.255048
S25 3AF,53.370367,-1.231055
RH10 9PB,51.13771,-0.166878
S62 6EW,53.447091,-1.351976
GL52 7DQ,51.947606,-2.080418
ML4 3LW,55.823066,-4.044292
SM3 9RN,51.376652,-0.211063
GU12 4DJ,51.239566,-0.743323
SW18 4LR,51.447231,-0.192001
BN23 6QU,50.795261,0.283983
NG19 9NR,53.162321,-1.200389
EH52 5NP,55.94024,-3.450313
LU2 0AR,51.879237,-0.404051
CR0 2XJ,51.388275,-0.09824
PR5 4GU,53.740443,-2.66775
GU16 6QP,51.308054,-0.704571
ME20 7BT,51.30303,0.492662
EX31 1HN,51.086352,-4.080184
BT51 5JR,55.1333,-6.6667
G32 8RH,55.83769,-4.179431
SG14 1NN,51.793535,-0.090506
IV36 1LS,57.605579,-3.619117
MK11 3EW,52.044426,-0.823966
SN2 8EJ,51.576959,-1.77006
G73 1LB,55.834781,-4.201725
M17 1JT,53.472503,-2.324303
IP12 1NH,52.099916,1.325748
DN11 8EW,53.425914,-1.049446
BS34 6QB,51.523842,-2.570894
FK2 7XY,56.013016,-3.772709
TS24 7LD,54.680443,-1.210835
RH16 4EQ,50.99157,-0.100651
G52 4BL,55.858626,-4.362919
BS10 7TU,51.520952,-2.619415
IV1 1SG,57.487786,-4.213664
BS22 8NA,51.343964,-2.944252
TS10 5BW,54.612505,-1.087117
PH1 5AS,56.408201,-3.449917
DL1 1RJ,54.530397,-1.54794
YO43 3PH,53.879879,-0.711158
NR20 4HP,52.735665,0.890114
KY1 2YX,56.135866,-3.125575
E16 4SA,51.51993,0.003785
LE2 7SL,52.619234,-1.135156
IP24 3QS,52.404097,0.726834
NR6 6JB,52.672474,1.292481
NR4 6DN,52.607816,1.29253
BN23 6PE,50.789682,0.304939
NN5 5JP,52.231649,-0.910224
G82 2RH,55.949658,-4.568945
NR30 3PS,52.589017,1.733625
KY12YY,56.132217,-3.12695
HR6 0FD,52.216806,-2.732215
EH52 5AU,55.936602,-3.448672
WV10 9LA,52.606868,-2.12568
B35 6AJ,52.519927,-1.798266
S182XP,53.29963,-1.460187
DD8 3EZ,56.649371,-2.88534
NE10 0AD,54.955371,-1.574353
PH1 3DZ,56.416975,-3.457932
SS9 4XX,51.563343,0.659453
PE30 2JG,52.771269,0.413756
WV4 6DW,52.561268,-2.108284
NN13 7EU,52.027231,-1.138917
NR31 6JA,52.570281,1.724207
AL9 5SD,51.741637,-0.212395
RH10 6AN,51.111704,-0.188937
EX17 1EU,50.79108,-3.640399
B24 8NB,52.508095,-1.84941
LS12 6EY,53.774221,-1.587069
CW9 6DE,53.27409,-2.4849
IP3 9PL,52.034695,1.199497
RG9 1HG,51.52936,-0.895528
NN16 0BY,52.399395,-0.724134
TR20 8DU,50.145333,-5.477538
NE4 9HN,54.978079,-1.650949
PE25 3RN,53.145242,0.330885
SN2 8DP,51.575101,-1.766507
LL13 9UZ,53.046094,-2.93622
WR10 2DB,52.130088,-2.073019
SY22 6EA,52.781416,-3.08871
NN17 5DX,52.497681,-0.677231
TF1 2FF,52.700359,-2.498405
B70 7EG,52.51274,-1.996833
NN8 4RJ,52.319278,-0.686369
NR16 2HS,52.451896,1.04506
GL2 5DB,51.845237,-2.262822
BS2 0PX,51.449308,-2.576455
SS8 0PQ,51.520824,0.556796
HU10 6RJ,53.747583,-0.422925
SY11 1JE,52.8677,-3.03831
LE3 2JG,52.602392,-1.175023
S41 9ED,53.27242,-1.44045
NG10 1LR,52.891119,-1.264203
FY4 2RP,53.776912,-3.028709
PL31 1ES,50.462685,-4.710644
SY1 3EQ,52.741842,-2.734381
DY5 1JJ,52.49071,-2.114105
DY6 7UA,52.501781,-2.145767
CRO 4XA,51.374173,-0.122133
SO40 3SH,50.933109,-1.502119
PL7 5FL,50.382476,-4.015228
DE22 1DZ,52.943187,-1.474465
SK11 0TA,53.237918,-2.132062
PE2 7BW,52.554486,-0.259725
PE11 3SW,52.80196,-0.144312
BA6  9LZ,51.148311,-2.727845
PE28 4JL,52.386774,-0.2566
LL16 5TA,53.193235,-3.41429
TA2 6BJ,51.025846,-3.123915
CH1 4NS,53.193354,-2.918307
AB43 9HU,57.682277,-2.006476
DG1 3PG,55.081309,-3.548037
EH7 6UL,55.955747,-3.127023
PL7 4AY,50.394677,-4.047193
HX4 8LZ,53.685963,-1.864113
PR1 8SZ,53.761647,-2.717462
M27 9HH,53.515677,-2.352669
CO2 8HF,51.872116,0.928174
SK9 3LP,53.348779,-2.211286
IP32 6NU,52.269157,0.705086
DN31 1UH,53.571717,-0.088196
HP1 2UJ,51.742982,-0.525884
DD2 4UH,56.476193,-3.055255
IP19 8EN,52.336892,1.507261
ME14 5DQ,51.273985,0.53267
ST1 4AS,53.022195,-2.189738
HS1 2RA,58.206685,-6.380111
BT19 7WP,54.6420021,-5.6735768
WA2 8HY,53.401314,-2.593481
DH3 2BQ,54.879356,-1.577149
OX3 8ST,51.753681,-1.19418
G74 1PW,55.766526,-4.207756
DN15 6PY,53.586501,-0.652934
HU2 0LF,53.755576,-0.335242
B60 4AD,52.297921,-2.074528
KA8 9RX,55.475565,-4.598781
LE5 0HJ,52.646965,-1.105647
CH1 4LQ,53.195801,-2.927027
CF45 4UB,51.650756,-3.323218
B30 3DY,52.419825,-1.921062
HU3 4TG,53.731085,-0.371577
NG2 4EL,52.945879,-1.119257
CV34 5JB,52.29,-1.575242
CF31 3UN,51.498438,-3.559884
SA7 9DE,51.660646,-3.906254
B30 3HH,52.416564,-1.923729
CA14 5AF,54.628816,-3.56347
M35 5DR,6.637793,-73.2900183
CF11 8AT,51.467964,-3.202575
E2 6JL,51.5243,-0.058889
HR1 1JS,52.072596,-2.703855
KY4 0BX,56.13021,-3.37775
WV10 0LL,52.590082,-2.118797
BT43 7HQ,54.90852,-6.141669
FY6 7HU,53.848926,-2.98749
BS30 8XJ,51.457703,-2.474874
NP19 4SL,51.572028,-2.948388
DN16 1TT,53.58339,-0.634336
SA34 0HH,51.819239,-4.608189
RH20 1NN,50.925162,-0.565255
CF37 5TF,51.572092,-3.292964
DD2 3TN,56.483546,-3.010481
BD4 8RS,53.783452,-1.721094
DN36 4AS,53.535457,-0.044619
BB8 9RG,53.859195,-2.175601
CT16 3PT,51.153499,1.303479
SG19 3LW,52.146217,-0.194036
NE28 6UE,54.989205,-1.492773
PR8 5EG,53.634276,-3.002341
WV1 2HT,52.582976,-2.101726
G4 0BY,55.867171,-4.241307
CH5 2NU,53.229349,-3.002517
B71 4JW,52.509375,-1.975807
PR2 2YL,53.7608,-2.75144
AL2 2JX,51.714561,-0.33351
IP3 9RT,52.028763,1.205445
PL26 7YW,50.366002,-4.871116
BD5 8HW,53.771344,-1.753233
KA18 1BJ,55.449937,-4.270051
EX2 8PN,50.705802,-3.530761
WN8 9TA,53.540817,-2.782138
B97 6BG,52.312438,-1.946166
EH6 8LB,55.963838,-3.166121
CA14 4JW,54.61529,-3.520999
CA6 4SE,54.924933,-2.969031
KY11 8UN,56.048618,-3.438692
NR9 4LF,52.580135,0.99737
AB21 0PS,57.202936,-2.295296
G74 1PF,55.765555,-4.206776
PL6 7PL,50.421952,-4.087745
G65 9JX,55.975695,-4.06287
B24 8TQ,52.504466,-1.851735
OX29 4TR,51.773258,-1.379998
DE7 8EF,52.97687,-1.319932
HR6 0RL,52.218842,-2.735484
BB8 9NP,53.856913,-2.181567
M46 9EY,53.524241,-2.486202
LA9 6NZ,54.344673,-2.73729
NE2 4ND,54.983121,-1.632391
TD5 8DW,55.590805,-2.424877
SG6 1WB,51.982532,-0.212433
ML8 5ET,55.757721,-3.867883
BB9 9HG,53.839106,-2.204968
DE4 5FW,53.1492,-1.510026
NW5 1LE,51.555972,-0.146215
L20 8LR,53.440148,-2.995687
CA3 0JY,54.929447,-2.955064
G32 6AF,55.856336,-4.181853
WF10 2JA,53.731275,-1.351344
ST13 5QF,53.099997,-2.035878
GL1 2RN,51.868344,-2.254911
ST16 3DY,52.820611,-2.11736
SP2 7NU,51.068978,-1.812878
B76 9QA,52.546291,-1.735393
ST3 1EW,52.991677,-2.137463
PL21 9GS,50.385909,-3.953561
EN6 3JN,51.70456,-0.201937
EN1 1TH,51.653507,-0.057264
NE4 6AB,54.971001,-1.624813
CT21 4LR,51.078725,1.012716
L41 2TW,53.388877,-3.031435
EX2 8PU,50.705225,-3.531521
BT92 0JB,54.2572539,-7.4496456
SK4 2BE,53.409807,-2.180508
HU12 9EF,53.73945,-0.137294
EX2 8BY,50.715123,-3.53183
CB24 4UG,52.274069,-0.010001
DT1 1XU,50.71895,-2.441497
CA11 9BL,54.666195,-2.762052
SO15 1GZ,50.901029,-1.41236
BT47 3LZ,54.96879,-7.25331
IV3 8RG,57.481495,-4.284167
WF17 9LW,53.738849,-1.654868
RG19 6HN,51.374981,-1.283853
G14 0AQ,55.875373,-4.353817
BA13 4JR,51.274921,-2.209104
NP19 0QU,-17.7813641,177.4336078
LE13 0DA,52.762919,-0.894514
HP9 1QJ,51.609512,-0.644106
BS23 3YX,51.342267,-2.957196
WA8 5SG,53.387119,-2.717913
DN31 2TP,53.575229,-0.121151
BS32 4QD,51.5472,-2.563716
S71 3HU,53.574807,-1.454292
DL1 1YF,54.529078,-1.524477
TN2 3BQ,51.154699,0.286058
OL16 5QN,53.612546,-2.149933
PR5 6AR,53.716246,-2.641285
EH21 7UQ,55.936461,-3.060169
TW13 6DN,51.438232,-0.384966
TN11 8NN,51.232245,0.218191
KA8 8AA,55.467307,-4.635641
NE12 9UP,55.024422,-1.535439
CB11 3AN,52.019201,0.255443
BT42 3HB,54.8515751,-6.2585424
OL8 4AU,53.535442,-2.130531
SR2 9TE,54.879803,-1.36946
LE3 1UQ,52.633383,-1.206897
M38 0PT,53.533015,-2.436815
CV34 5LW,52.290245,-1.573422
SA72 4RZ,51.694017,-4.920996
WF10 5DF,53.722088,-1.361082
B6 4SL,52.494573,-1.893093
NG3 6JP,52.965493,-1.1167
B69 3ES,52.511036,-2.022671
B11 2QX,52.4534,-1.856247
IP11 3HH,51.953617,1.33157
LE10 3ED,52.533283,-1.409383
DE13 0DF,52.831249,-1.614792
SS13 1AX,51.586375,0.51093
SS13 1EY,51.585738,0.508079
IM4 4RG,54.1731918,-4.4949297
CA11 9BF,54.664465,-2.768604
MK14 5BP,52.077408,-0.740769
PH1 3DG,56.418534,-3.452968
S9 4WA,53.385176,-1.433141
GU47 9DB,51.344612,-0.802181
IP32 7DF,52.23888,0.745504
PO30 5UY,50.704625,-1.294724
W3 8BL,51.499508,-0.27342
LL31 9NX,53.280813,-3.7931
WS12 1NR,52.703735,-1.983264
NE23 1BB,55.098755,-1.612072
PO7 7XU,50.883779,-1.043505
PH2 7SR,56.422828,-3.220465
SY11 3DA,52.929522,-3.012221
BH12 4NU,50.751607,-1.944345
BT62 3EU,54.419815,-6.4464869
RG2 0BE,51.444012,-0.97085
W3 0TJ,51.523616,-0.277669
BT28 2RF,54.5023117,-6.1000561
GU9 9PA,51.224143,-0.772871
DY2 0XQ,52.495231,-2.098023
BS11 0YA,51.522567,-2.685844
SL3 0EN,51.480425,-0.506443
RG41 1QN,51.428547,-0.849956
BS5 6NJ,51.469256,-2.566585
PR2 1BQ,53.767606,-2.726469
MK42 9QS,52.116945,-0.476008
SA73 1DP,51.713529,-4.992635
HG4 1TT,54.129227,-1.512811
RG22 4AP,51.251133,-1.105558
SA1 7DA,51.654726,-3.902186
SA62 4BW,51.827563,-4.958355
MK18 1DR,51.994435,-0.995151
AB11 6HJ,57.142588,-2.101961
E6 7FF,51.514824,0.085138
KY8 4RB,56.19647,-3.005916
MK43 0DG,52.0674,-0.610188
B7 4TS,52.490424,-1.869966
M32 0HX,53.453772,-2.300504
M38 9ST,53.535885,-2.42838
ST18 0YJ,52.801403,-2.082585
WN6 0XQ,53.593549,-2.648915
DL1 1XZ,54.530629,-1.521668
CM23 5PB,51.872852,0.176897
HD1 3LP,53.641139,-1.791187
CM7 2GB,51.879415,0.534829
RG1 8LL,51.462124,-0.983384
ME7 1AF,51.395466,0.557361
EN10 6SG,51.741955,-0.003905
LE11 5HN,52.778342,-1.217569
KT9 1SG,51.369307,-0.289505
BS48 1JJ,51.438221,-2.752899
M46 9BJ,53.515325,-2.47702
DE55 2FH,53.113693,-1.325906
DA11 9SN,51.451678,0.317707
FK2 9ZD,56.007737,-3.766099
TR4 9BA,50.314789,-5.032299
RH10 9RD,51.137976,-0.165495
NR32 2JP,52.476329,1.748735
BS11 8DX,51.501013,-2.678504
WS10 7XB,52.553519,-2.035983
YO22 5HL,54.468621,-0.628148
WV10 8QU,52.631512,-2.092714
G67 2UH,55.945953,-3.974889
DL7 8UB,54.344711,-1.440986
KT19 9AU,51.343253,-0.262973
WF10 4UA,53.712841,-1.348188
BH11 8LZ,50.757143,-1.922945
CV3 4FG,52.376597,-1.478798
GU1 1RU,51.260862,-0.564504
RG24 8NS,51.274016,-1.066221
DA17 6AZ,51.494872,0.16142
N12 0AJ,51.606936,-0.155
RG21 6YH,51.276127,-1.105069
SG4 0UD,51.963626,-0.263809
SN25 5AZ,51.596841,-1.774697
PO15 5SR,50.872955,-1.25913
WS11 0HP,52.684414,-2.025549
IP6 9TH,52.182332,1.131244
TN38 9RT,50.877346,0.531698
KT22 7DG,51.305318,-0.328807
CM23 2TH,51.884637,0.173238
WA1 2HZ,53.385661,-2.583355
NN17 5YH,52.49551,-0.676206
NW10 6LX,51.530169,-0.259256
CV37 0HR,52.201539,-1.720675
LE1 2BA,52.638329,-1.122928
SE28 0AB,51.495862,0.098507
RM20 4BH,51.477081,0.287167
BL5 1FQ,53.535015,-2.445421
NR6 6ED,52.667234,1.281045
NN4 8JD,52.22697,-0.910734
AB12 3AX,57.127896,-2.081993
BA13 4JB,51.27766,-2.200686
DA17 6AT,51.495183,0.160599
DN12 4LH,53.488712,-1.262347
N22  5LE,51.59903,-0.101697
LS25 7QH,53.759405,-1.384751
HP21 9DR,51.793359,-0.802677
HP19 8UG,51.818056,-0.828239
B6 4BA,52.493022,-1.88747
B69 3EX,52.513867,-2.02335
S44 5HY,53.241663,-1.327945
UB2 5LE,51.50602,-0.388501
PE21 7RP,52.964803,-0.015116
GU14 8BD,51.30676,-0.75024
LN6 3LQ,53.201943,-0.602964
EH11 4DB,55.926766,-3.299299
NG24 2DX,53.087409,-0.789036
KA8 8BG,55.470602,-4.632433
B78 3RW,52.614874,-1.69427
ME4 4PY,51.378688,0.531463
NG9 6QG,52.903035,-1.239277
NG9 1LA,52.918531,-1.209806
HP12 4HH,51.630257,-0.792126
B42 1DU,52.526792,-1.925059
ME16 0LQ,51.2942,0.498509
NE15 8NX,54.971583,-1.709428
G71 6NZ,55.815537,-4.066446
NN13 7AX,52.023773,-1.138211
LU4 8QB,51.896721,-0.44808
LU1 1UU,51.885713,-0.450668
CV7 5PY,48.2334862,3.0856826
TF9 3SL,52.908936,-2.496038
RG1 8HH,51.462976,-0.983371
LL15 1LY,53.120835,-3.311687
DN2 4QP,53.547056,-1.090064
SL1 6BB,51.520758,-0.648974
TS15 9JT,54.508978,-1.298501
LN6 7DA,53.219813,-0.552343
S81 7AE,53.31354,-1.124186
TS4 2ET,54.568728,-1.224038
S41 9EG,53.263576,-1.429381
DN15 6AH,53.594378,-0.643557
ME15 9YN,51.239726,0.564988
SK14 1HD,53.446721,-2.074143
BB1 5DE,53.75049,-2.473251
RG41 5AB,51.424008,-0.866053
BD19 6JT,53.719412,-1.734037
ST1 5LG,53.026952,-2.188686
PE1 5HE,52.579384,-0.20686
DH7 8AB,54.749829,-1.630854
HA7 1BU,51.601599,-0.295476
LL11 2UB,53.071904,-2.997961
GU3 3HF,51.265337,-0.634903
YO32 9GY,53.98561,-1.05073
PL19 9QR,50.595757,-4.114222
EH52 6PX,55.958548,-3.478322
PE6 7JT,52.638522,-0.302457
TN27 8JW,51.1274,0.646146
BN2 4PB,50.852226,-0.104257
PE1 5YN,52.589928,-0.201293
DD5 3RY,56.484488,-2.887336
HU8 7QF,53.753662,-0.31808
HU8 8DA,53.760218,-0.327109
TW14 0UQ,51.46118,-0.406685
NR2 4EE,52.638932,1.273544
CF31 1UA,51.504742,-3.570661
BT604HT,54.2875745,-6.83476
OX5 1JE,51.82999,-1.30164
WN3 6PQ,53.533554,-2.655482
CV7 9EL,52.464613,-1.477291
TN22 1QL,50.969105,0.088733
CA1 3NX,54.882956,-2.905817
DE14 1NR,52.807497,-1.62862
HD1 6RJ,53.652578,-1.77302
B24 9QB,52.517581,-1.803538
YO12 4EH,54.272005,-0.41723
FY8 1UB,53.752555,-3.026873
WV14 7LF,52.561824,-2.061671
EH27 8DF,55.897984,-3.439567
G73 1UB,55.833454,-4.215812
SE28 0GW,51.49331,0.100925
LS27 7FN,53.754675,-1.621418
OX9 3SE,51.739561,-0.966525
WS10 8LN,52.579456,-2.031517
YO8 5JE,53.7980145,-1.04197
S26 5NU,53.345297,-1.296846
CT5 3JF,51.35776,1.05773
EN1 1SP,51.6454,-0.058244
DA14 5AQ,51.419847,0.122827
UB4 0SL,51.509788,-0.395011
LE11 1ND,52.778847,-1.211037
IG11 9PG,51.534008,0.104644
YO30 4WR,53.985724,-1.096194
EX2 7LW,50.72202,-3.471333
EX8 4NP,50.631935,-3.398963
PL7 1RF,50.388599,-4.069975
TS18 3TR,54.545088,-1.32852
NE35 9LZ,54.947304,-1.472193
TR4 9LD,50.261693,-5.123057
BH20 6HQ,50.684279,-2.222123
KT3 3NE,51.403109,-0.27161
LA3 3DG,54.059961,-2.859681
CRO 4RL,51.354601,-0.119684
BT8 8ES,54.5308154,-5.8952962
EH16 5UY,55.934592,-3.146801
PO37 7BU,50.63587,-1.176523
BL2 1DU,53.571194,-2.422546
CV6 2FR,52.443076,-1.533826
BA22 8XJ,50.947961,-2.676648
HR9 7QG,51.928867,-2.576545
GU12 4DL,51.239528,-0.742278
B61 4RY,-26.7790598,30.457126
BT16 1XJ,54.5967445,-5.785644
YO3 6DG,53.972384,-1.087655
CV6 6LA,52.455098,-1.484622
BT36 4WW,54.6598,-5.9086
BT25 1NN,54.403143,-6.176918
DN364SE,53.539316,-0.048577
RH1 5EP,51.194882,-0.162891
L3 7DB,53.41296,-2.99296
ME6 5UA,51.325905,0.447739
UB8 2RT,51.537489,-0.493688
